scenario_id,model_id,schema_sheet_name,finding,prior_sum,sum_q_init,coherence_gap_abs,rmse_logLR,median_mult_change,p90_mult_change,max_mult_change,max_abs_log_change
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: new neurologic symptoms,1.0,0.4615496512281688,0.5384503487718312,0.33820401406715855,1.0458520054815075,1.9278870651540596,4.636536284092433,1.5339675969780742
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: paroxysmal nocturnal dyspnea,1.0,0.4822641522725406,0.5177358477274594,0.49455135738174716,1.5457101564805262,2.979265218068927,4.605164575548104,1.5271784075155952
metrorrhagia_sperle_tier3,gpt-4.1-nano,s01_r00_9cat,Patient has: duration 4 months of change in menstural bleeding,1.0,1.6972059519956817,0.6972059519956817,0.49941373389644544,1.1371670024945852,3.738297494017742,4.529493952928855,1.5106102230846663
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: Burning character to symptoms,1.0,0.5121230915149387,0.48787690848506127,0.3107562568587881,1.0307686250277124,1.958917416190746,4.3005062649603,1.4587327518064526
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient has: acute onset chest pain 1 hour,1.0,1.861767351390913,0.861767351390913,0.5721181838777555,1.4352241315085312,4.007311465714708,4.292725470302293,1.4569218389801541
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: paroxysmal nocturnal dyspnea,1.0,0.5174359976377969,0.4825640023622031,0.30672050583572613,1.0302894790940849,1.9374770261241938,4.193622281602489,1.4335648668127048
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,"Patient does not have: pleuritic chest pain, pain with breathing",1.0,0.4317911673467483,0.5682088326532517,0.3663823379601685,1.0544212302114586,2.9058104895279,4.146432609633025,1.422248352427605
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient has: sudden onset of pain,1.0,2.0012276792205563,1.0012276792205563,0.6047176521919023,1.9651330867046881,3.425105128447706,4.141772709436577,1.4211238868749159
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: weight gain,1.0,0.5327746628297325,0.4672253371702675,0.29801804255311876,1.0453997550969045,1.9277357520343643,4.094942757124348,1.4097527384831166
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: episodic chest pain,1.0,0.4261010076940183,0.5738989923059816,0.5508820202435155,1.4563872150645536,3.8835415644274547,4.08514726158848,1.4073577770106693
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: orthopnea,1.0,0.5066400610162509,0.4933599389837491,0.3325509519422675,1.0532431531851256,2.1866291392447432,3.9356702301515583,1.3700811926900665
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: calf tenderness,1.0,0.5427366947919675,0.4572633052080325,0.29097848748947425,1.0379681450285962,1.721109953250825,3.892988238777182,1.3591770475030722
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: difficulty swallowing,1.0,0.5548154266519699,0.4451845733480301,0.2718695437078907,1.0284332277675219,1.5726222807630712,3.864777764329559,1.35190418085959
metrorrhagia_sperle_tier3,gpt-4.1-nano,s01_r00_9cat,Patient has: irregular menstrual bleeding (no predictable pattern),1.0,1.569886408085412,0.569886408085412,0.4270760751761601,1.1717406918421331,3.113237173447768,3.76788819313067,1.3265146835378505
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: Pain after meals or when lying flat,1.0,0.5258869324420165,0.47411306755798355,0.2999398185864271,1.0288476214360636,2.0093924930634532,3.75635536106725,1.3234491684433742
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: pain reproducible on palpation,1.0,0.47861887067068687,0.5213811293293131,0.4815796921252641,1.482555099444464,3.054280369435481,3.7262435355438717,1.315400631166337
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: recent surgery,1.0,0.5288194810334239,0.4711805189665761,0.29429060163023,1.0458852073446518,1.7118288397375534,3.725032687787125,1.3150756270378863
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: pain reproducible on palpation,1.0,0.5436705764290789,0.4563294235709211,0.28554029503676626,1.0278900481902995,1.8069804880412312,3.7013264167197684,1.3086912464129743
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: prior known aortic aneurysm,1.0,0.5563798561055341,0.4436201438944659,0.28089376224136,1.0452505831537457,1.961430727428143,3.672945070032078,1.3009938116568422
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient does not have: paresthesias in other parts of body (outside feet),1.0,0.47058076197235343,0.5294192380276466,0.5344954726272236,1.6176169887828833,3.2090946388114423,3.6599331199222727,1.2974448740010365
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: positional chest pain,1.0,0.588999078827406,0.411000921172594,0.2537665802490226,1.026198056426845,1.4876751183464743,3.524657561454917,1.259783285858736
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,"Patient has: Substernal, pressure-like pain",1.0,1.8801545513672424,0.8801545513672424,0.3635599137156628,1.101324675659772,2.5967327461769543,3.4463440456401115,1.2373139722516016
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: radiation to the back,1.0,0.4851727125621135,0.5148272874378865,0.36296335017357556,1.0439672026871614,2.6591240219272456,3.4360018364452976,1.2343085385937222
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: globus sensation,1.0,0.522850786144792,0.47714921385520803,0.3162070716497137,1.03067235446884,2.1451538505724974,3.4244178291447893,1.230931480374447
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,"Patient has: clear lung fields, normal pulmonary exam",1.0,0.4963661653935253,0.5036338346064747,0.2921928333187619,1.0103867186524575,1.7852321497339567,3.4028568564480937,1.2246153307046104
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: known structural heart disease,1.0,0.5384033694978544,0.4615966305021456,0.30901474913693544,1.025430200036573,2.0218757341285953,3.3987668155874124,1.2234126645322712
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: tearing chest pain,1.0,0.4865703233640508,0.5134296766359492,0.46135830686497664,1.287648750026855,3.341842082667775,3.3656302257519193,1.2136152340453608
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,"Patient has: pain location behind sternum, middle of chest",1.0,1.8685536449699787,0.8685536449699787,0.35716236205555874,1.0976397069135362,2.470737961492643,3.3603051092659957,1.2120317761816333
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient has: history of anxiety in 20s,1.0,0.5569685512544286,0.44303144874557143,0.4040851477701759,1.492632557738903,2.241086254320631,3.3314892600131296,1.2034194292461242
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient has: pain at rest,1.0,1.7185807746140969,0.7185807746140969,0.3139288326251001,1.1417822366559451,2.26372279600195,3.330830439906356,1.2032216542552516
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: spasmodic character to symptoms,1.0,0.5751692500753409,0.4248307499246591,0.26503133222061737,1.0259344920249431,1.7057726371666007,3.3083689875585773,1.1964553149428636
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: pain worse with movement,1.0,0.5331721022312041,0.46682789776879585,0.29694362171854766,1.0458744286355834,2.124484654137044,3.3078730208296787,1.1963053909439534
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: recent altitude change,1.0,0.5881115112417454,0.41188848875825457,0.2587065931433874,1.0254008769577954,1.8157012013036622,3.173323931260333,1.1547795972926447
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: cough,1.0,0.5553598828305404,0.4446401171694596,0.2702909257708039,1.0357229400512453,2.0313690276578353,3.1421264885554163,1.14489979636094
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient has: diminished sensation in toes to ankles bilaterally,1.0,1.5800765622604664,0.5800765622604664,0.4360621501358427,1.4291117929288017,2.6241650453668064,3.082258465459753,1.1256625962822615
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: calf tenderness,1.0,0.5631841960304615,0.43681580396953845,0.39385894879301986,1.346009738075878,2.380357374129077,3.0473077611727533,1.114258499554325
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient does not have: changes in skin on feet,1.0,0.48924695182640876,0.5107530481735912,0.5014650064704557,2.000272141346966,2.6851641189537068,3.0421377894862367,1.1125604885003806
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient has: trouble getting erections,1.0,1.8217957500706023,0.8217957500706023,0.532648662915116,2.015226944281673,2.822268595562016,3.0301656341422234,1.1086172827606229
metrorrhagia_sperle_tier3,gpt-4.1-nano,s01_r00_9cat,Patient has: age 45-55,1.0,1.468329217535495,0.46832921753549495,0.361095779818107,1.1018978630365126,2.716082281037305,3.0287320027382663,1.108144050989224
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient has: wife with some marriage stress,1.0,0.5078996570944683,0.49210034290553173,0.4725621856903485,1.3624701919289879,2.75726774637024,3.024817624634951,1.1068508002884516
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,"Patient has: takes amlodipine, lisinopril, metformin",1.0,0.533359688104116,0.46664031189588395,0.30272473331971084,1.0289943553263199,2.1396487941964724,3.0218121471969903,1.105856700170243
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: heartburn or reflux,1.0,0.6054263449891655,0.3945736550108345,0.24814820499994777,1.0399017081112636,1.64727305127782,3.012949329339828,1.102919442661855
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient does not have: relief of paresthesias with elevation of feet,1.0,0.5170902678762743,0.4829097321237257,0.466331095550518,1.4664732111508993,2.74589443115725,3.0128305610572457,1.1028800226084319
metrorrhagia_sperle_tier3,gpt-4.1-nano,s01_r00_9cat,Patient has: increased menstrual bleeding from prior periods,1.0,1.4098033425475436,0.4098033425475436,0.3358377520931667,1.178988916221471,2.3249516314479037,2.9910503075824493,1.0956245991594713
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient does not have: regular check ups or labs,1.0,0.4907064664117078,0.5092935335882922,0.4953427765762751,1.6005114629401134,2.8341620092972204,2.956554552886689,1.0840245879558639
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: history of renal failure,1.0,0.6137893604368849,0.3862106395631151,0.24172294567133037,1.0388360676906487,1.673822496048834,2.9308481780001077,1.0752918616836786
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: prior MI,1.0,0.621555145809839,0.37844485419016105,0.2385837195252107,1.0388015470012875,1.5790221755360103,2.9271732390018,1.0740371924980283
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: hemoptysis,1.0,0.59011884027731,0.40988115972269,0.25149558116371223,1.0339851907358795,1.7932520491546693,2.91932065401389,1.0713509364773752
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient has: worsening polyria and polydipsia,1.0,1.743777925949853,0.7437779259498529,0.4911740759649966,1.4923058811174434,2.7803691128918833,2.8313709081514915,1.040761014203249
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient has: Associated shortness of breath,1.0,1.8075843149156872,0.8075843149156872,0.34947388565721865,1.1643865680494048,2.344955021243168,2.826065963881314,1.038885625773825
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,"Patient has: clear lung fields, normal pulmonary exam",1.0,0.5622764064850985,0.43772359351490153,0.3873704447676794,1.393195768038157,2.2895500157697284,2.8184580501478766,1.0361899446777534
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: pain that improves with rest,1.0,0.6091674262780964,0.3908325737219036,0.2281463566038539,1.0217148475173925,1.6445522433586117,2.817758795444611,1.0359418155776816
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient does not have: noctural tumescence,1.0,0.5177118485521891,0.4822881514478109,0.4500182386564289,1.2848337839671937,2.590668296743562,2.7353956379195954,1.006276082786699
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: orthopnea,1.0,0.6133609280567105,0.3866390719432895,0.3456613703704788,1.3585036513437747,2.1143376434419756,2.725587307713159,1.0026839306591628
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient has: family history of diabetes,1.0,0.5603111371471929,0.43968886285280706,0.3997645426261301,1.4206180029687832,2.3140519474496246,2.7064929213799513,0.995653671836715
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient has: acute onset chest pain 1 hour,1.0,1.6780773956748771,0.6780773956748771,0.3038875361045545,1.179823850033065,2.1642044615510785,2.665341453977592,0.9803321747303821
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient does not have: early morning headaches,1.0,0.5619694901125125,0.4380305098874875,0.4218593159397154,1.7183223747729897,2.31607497705896,2.6593002191285064,0.9780630126675749
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient has: Chest pain worse with exertion,1.0,1.6389891481527705,0.6389891481527705,0.41055082895416245,1.413021627483452,2.6065532989529903,2.639849356470533,0.9707218535871504
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient has: normal cardiopulmonary exams,1.0,0.5699363942480178,0.4300636057519822,0.4047585881579038,1.503236055842806,2.3267557494716042,2.6346889373518714,0.9687651246839899
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: Pain after meals or when lying flat,1.0,0.5670618258154,0.4329381741846,0.389976244705117,1.3391941145206367,2.3203268426420576,2.634597659861387,0.9687304795802139
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: palpitations,1.0,0.5990432587654874,0.40095674123451264,0.24340266442084035,1.0229015998503872,1.740697133793556,2.584803746836512,0.9496495850924491
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient has: normal blood pressure,1.0,0.6321072208248041,0.3678927791751959,0.22462232754236638,1.0217412409414175,1.6286216853029503,2.571427725340599,0.9444612798065858
metrorrhagia_sperle_tier3,gpt-4.1-nano,s01_r00_9cat,Patient does have: unintional weight loss,1.0,0.6097014305246273,0.39029856947537267,0.3145874755574764,1.2120321476263018,2.304398686692886,2.55858157334034,0.9394530320224213
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: cancer,1.0,0.6714252534378182,0.3285747465621818,0.19329796649443998,1.0193224497338786,1.4670978179399077,2.538909175432009,0.9317345302954013
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: calf pain,1.0,0.6692337847542077,0.3307662152457923,0.19535400969886213,1.023394985305933,1.4547819559133561,2.5358692790162527,0.9305364891171942
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient does not have: blurry vision,1.0,0.5763691297401311,0.4236308702598689,0.39689563140234546,1.4207592632386696,2.373505195894671,2.5317321387982363,0.9289037083216888
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient has: increased thirst,1.0,1.5865332490145687,0.5865332490145687,0.40371734184143315,1.4176080017533315,2.4164751457274054,2.497647325529367,0.915349219001725
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: FH of sudden cardiac death,1.0,0.6520115846510383,0.34798841534896174,0.21345448058912284,1.0316627902040152,1.5824353085012894,2.4430452452385634,0.8932453124637284
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient does not have: shortness of breath,1.0,0.5626165247575245,0.43738347524247545,0.4158816375291336,1.578087564771956,2.392351893773287,2.3923518937732875,0.872276938049836
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient has: pain at rest,1.0,1.5296836489431829,0.5296836489431829,0.3470650365280455,1.2944846700773787,2.117547389305815,2.3682156261329186,0.8621367712093592
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: hiatal hernia,1.0,0.5939333780185955,0.40606662198140453,0.34621658268853744,1.272483300417937,2.2332842608647963,2.36452632774948,0.8605777176346363
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: hemoptysis,1.0,0.6160091887581962,0.3839908112418038,0.32513453638189543,1.2018858241618573,2.344238226752136,2.3511517190342857,0.8549053013056955
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: pain worse with movement,1.0,0.6422537949116732,0.3577462050883268,0.3135465943182523,1.3452254163576307,1.894102288109835,2.319557203550836,0.8413763069235953
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,"Patient has: pain location behind sternum, middle of chest",1.0,1.5440915904472368,0.5440915904472368,0.34694906104991946,1.2953226270779534,2.1689660299029625,2.316168153888381,0.8399141623809753
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient has: family history of diabetes,1.0,0.6694189213096136,0.33058107869038644,0.18697816849071383,1.0183590646233542,1.530720119699479,2.3028581474339713,0.8341510242537065
metrorrhagia_sperle_tier3,gpt-4.1-nano,s01_r00_9cat,Patient does not have: mood changes,1.0,0.7529228315232852,0.2470771684767148,0.25839668587970704,1.0521142891372985,1.9982602950028965,2.2989789558229172,0.8324650921171042
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,Patient does not have: Burning character to symptoms,1.0,0.6503103243441379,0.34968967565586206,0.3032834447088114,1.2665576405718617,1.8905604655378836,2.2700952157167507,0.8198217758633037
metrorrhagia_sperle_tier3,gpt-4.1-nano,s01_r00_9cat,Patient does have: 5 pounds of weight loss,1.0,0.63494042988504,0.36505957011496004,0.28229594760242266,1.0868023929131927,2.164959696910595,2.2466882446915397,0.809457240672093
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient has: claudication,1.0,1.3716472841317657,0.37164728413176573,0.30099018876189837,1.1957997394835322,2.05215093198426,2.2178305953313893,0.7965295087936988
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: prior stress test or heart cath,1.0,0.6628774489288096,0.3371225510711904,0.2023126603188541,1.0314383208820241,1.536867062630558,2.2126056214365875,0.7941708352629139
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient has: polydipsia,1.0,1.6245590906362424,0.6245590906362424,0.4085933571639029,1.764846305634727,2.2034364044088885,2.2034364044088885,0.790018143712044
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,"Patient has: takes amlodipine, metformin, atovastatin",1.0,0.6705596591476068,0.32944034085239315,0.19868755135024846,1.0192536764436257,1.6115311812425241,2.1901704151178336,0.7839793559232683
chest_pain_carter_18,gpt-4.1-nano,s01_r00_19cat,Patient does not have: lower extremity edema,1.0,0.6805285396464625,0.31947146035353746,0.1785827393397842,1.016627692947867,1.456523067410821,2.18515533316463,0.7816869167139244
erectile_dysfunction_torres_tier1,gpt-4.1-nano,s01_r00_7cat,Patient does not have: chest pain,1.0,0.6324041770674764,0.3675958229325236,0.3314499116988499,1.3165374866200457,2.078743167311274,2.1791418006654517,0.7789311298733318
chest_pain_carter_8,gpt-4.1-nano,s01_r00_8cat,"Patient does not have: pleuritic chest pain, pain with breathing",1.0,0.6993084301726813,0.3006915698273187,0.25672558939231316,1.150246719878133,1.8225443883328423,2.1519832074251863,0.7663898390280082
